FileType,OuDia.JikokuhyouCsv.1
平日
下り

列車番号,,3873M
列車種別,,
列車名,,
号数,,
,,
東京,着,
東京,発,2150
新橋,着,2152
新橋,発,2153
品川,着,2158
品川,発,2159
大船,着,2228
大船,発,2229
藤沢,着,2233
藤沢,発,2234
茅ケ崎,着,2239
茅ケ崎,発,2240
平塚,着,2244
平塚,発,2245
国府津,着,2255
国府津,発,2256
小田原,着,2303
小田原,発,
備考,,
