FileType,OuDia.JikokuhyouCsv.1
平日
上り

列車番号,,3560M
列車種別,,
列車名,,
号数,,
,,
宇都宮,着,
宇都宮,発,2115
雀宮,着,2121
雀宮,発,2122
石橋,着,2127
石橋,発,2127
自治医大,着,2131
自治医大,発,2131
小金井,着,2134
小金井,発,2135
小山,着,2141
小山,発,2142
古河,着,2153
古河,発,2153
久喜,着,2205
久喜,発,2205
大宮,着,2219
大宮,発,2220
浦和,着,2226
浦和,発,2226
赤羽,着,2234
赤羽,発,2235
尾久,着,2239
尾久,発,2239
上野,着,2245
上野,発,
備考,,
